Rk,Season,Team,W,G,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,MOV,SOS,SRS,Pace,ORtg,DRtg,TOV%,ORB%,DRB%,FTr
764,2003-04,SEA,37,82,45,0.451,19805,2939,6590,2216,4654,723,1936,1363,1782,907,2318,3225,1782,661,387,1188,1784,7964,0.446,0.476,0.373,0.765,0.54,0.501,-0.63,0.66,0.02,89.9,107.3,108,13.9,27.2,68.5,0.27
765,2002-03,NYK,37,82,45,0.451,19855,2967,6725,2361,5143,606,1582,1320,1620,842,2376,3218,1800,579,255,1149,1888,7860,0.441,0.459,0.383,0.815,0.528,0.486,-1.35,-0.26,-1.61,90.7,104.7,106.2,13.4,24.4,71.8,0.241
766,2002-03,WAS,37,82,45,0.451,19830,2816,6394,2563,5583,253,811,1617,2077,917,2395,3312,1612,621,390,1095,1644,7502,0.44,0.459,0.312,0.779,0.513,0.46,-1.01,-0.46,-1.47,88.2,103,104.1,13,27.3,71.6,0.325
767,2001-02,WAS,37,82,45,0.451,19730,2938,6664,2633,5878,305,786,1428,1866,1055,2393,3448,1715,570,354,1068,1763,7609,0.441,0.448,0.388,0.765,0.508,0.464,-1.4,-0.17,-1.58,88.3,104.8,106.4,12.5,30.7,71.4,0.28
768,1998-99,SAS,37,50,13,0.74,12075,1740,3812,1568,3291,172,521,988,1415,614,1584,2198,1101,421,351,759,1010,4640,0.456,0.476,0.33,0.698,0.523,0.479,8.06,-0.94,7.12,88.6,104,95,14.6,30.4,69.5,0.371
769,1998-99,UTA,37,50,13,0.74,12175,1684,3620,1544,3232,140,388,1158,1510,555,1508,2063,1204,398,276,814,1133,4666,0.465,0.478,0.361,0.767,0.545,0.485,6.52,-0.99,5.54,87,105.8,98.4,16,30,70.4,0.417
770,1997-98,DET,37,82,45,0.451,19955,2862,6373,2569,5435,293,938,1704,2288,1044,2338,3382,1597,678,344,1198,1805,7721,0.449,0.473,0.312,0.745,0.523,0.472,1.57,0.37,1.95,88.2,105.3,103.5,14,30.9,70.2,0.359
771,1989-90,GSW,37,82,45,0.451,19705,3489,7208,3246,6458,243,750,2313,2858,915,2385,3300,1978,756,488,1415,2010,9534,0.484,0.503,0.324,0.809,0.563,0.501,-3.13,0.59,-2.55,105.9,109.6,112.6,14.3,26.1,61.5,0.397
772,1986-87,DEN,37,82,45,0.451,19780,3744,7951,3638,7560,106,391,1975,2568,1294,2368,3662,2317,754,421,1216,2184,9569,0.471,0.481,0.271,0.769,0.527,0.478,-0.87,-0.28,-1.14,106.2,109.3,110.2,11.8,32.2,67,0.323
773,1985-86,SAC,37,82,45,0.451,19780,3538,7220,3508,7086,30,134,1818,2338,1135,2377,3512,2304,602,388,1533,2134,8924,0.49,0.495,0.224,0.778,0.541,0.492,-3.07,-0.12,-3.19,102,106.2,109.2,15.7,32.7,67.5,0.324
774,1983-84,GSW,37,82,45,0.451,19830,3519,7534,3464,7308,55,226,1915,2577,1390,2171,3561,1837,830,348,1518,2108,9008,0.467,0.474,0.243,0.743,0.52,0.471,-3.4,0.05,-3.35,103.3,105.5,108.8,14.9,35.6,64.2,0.342
775,1983-84,SAS,37,82,45,0.451,19980,3909,7721,3830,7458,79,263,1965,2604,1230,2528,3758,2361,685,491,1447,2146,9862,0.506,0.514,0.3,0.755,0.556,0.511,-0.27,-0.23,-0.5,106.5,111.2,111.4,14,33.4,66.2,0.337
776,1982-83,DET,37,82,45,0.451,19880,3623,7602,3551,7330,72,272,1921,2588,1312,2477,3789,2108,679,572,1557,2122,9239,0.477,0.484,0.265,0.742,0.529,0.481,-0.4,0.24,-0.17,105.8,105.4,105.8,15.1,33.6,66.2,0.34
777,1980-81,DEN,37,82,45,0.451,19955,3784,7960,3754,7815,30,145,2388,3051,1325,2497,3822,2030,720,380,1444,2108,9986,0.475,0.48,0.207,0.783,0.537,0.477,-0.48,-0.47,-0.95,109.8,109.4,109.8,13.4,33.1,65.4,0.383
778,1979-80,CLE,37,82,45,0.451,19930,3811,8041,3775,7854,36,187,1702,2205,1307,2381,3688,2108,764,342,1370,1934,9360,0.474,0.481,0.193,0.772,0.519,0.476,0.34,0.09,0.43,105.6,106.7,106.4,13.2,33.1,65.9,0.274
779,1979-80,IND,37,82,45,0.451,19855,3639,7689,3551,7375,88,314,1753,2333,1398,2326,3724,2148,900,530,1517,1973,9119,0.473,0.481,0.28,0.751,0.523,0.479,-0.7,0.16,-0.54,104.4,105.5,106.2,14.8,35.4,62.5,0.303
780,2023-24,ATL,36,82,46,0.439,19855,3529,7584,2404,4492,1125,3092,1520,1906,1024,2639,3663,2180,615,369,1110,1522,9703,0.465,0.535,0.364,0.797,0.576,0.539,-2.18,-0.19,-2.38,100.1,117.2,119.4,11.6,27.1,75.2,0.251
781,2021-22,NOP,36,82,46,0.439,19755,3294,7212,2421,4583,873,2629,1501,1903,981,2726,3707,2047,680,328,1153,1612,8962,0.457,0.528,0.332,0.789,0.557,0.517,-0.99,0.15,-0.84,97.2,112,113,12.5,26.9,78.2,0.264
782,2020-21,BOS,36,72,36,0.5,17380,2985,6401,2006,3783,979,2618,1160,1496,765,2421,3186,1689,556,383,1012,1471,8109,0.466,0.53,0.374,0.775,0.574,0.543,1.46,-0.14,1.32,98.3,114,112.5,12.5,24.3,78.1,0.234
783,2018-19,MIN,36,82,46,0.439,19830,3413,7483,2586,5126,827,2357,1570,1995,923,2750,3673,2018,683,411,1074,1664,9223,0.456,0.504,0.351,0.787,0.552,0.511,-1.5,0.48,-1.02,100.2,111.4,112.9,11.4,24.6,74.9,0.267
784,2017-18,CHO,36,82,46,0.439,19780,3197,7106,2373,4873,824,2233,1656,2216,827,2901,3728,1770,559,373,1041,1409,8874,0.45,0.487,0.369,0.747,0.549,0.508,0.26,-0.19,0.07,98.4,109.4,109.1,11.4,22.2,80.7,0.312
785,2016-17,CHO,36,82,46,0.439,19830,3093,7000,2269,4653,824,2347,1591,1953,721,2853,3574,1891,571,390,942,1360,8601,0.442,0.488,0.351,0.815,0.547,0.501,0.2,-0.26,-0.07,95.7,108.8,108.6,10.7,19.9,79.6,0.279
786,2013-14,DEN,36,82,46,0.439,19755,3147,7042,2445,5083,702,1959,1563,2154,1009,2717,3726,1838,615,459,1305,1890,8559,0.447,0.481,0.358,0.726,0.536,0.497,-2.15,0.75,-1.4,98.1,106,108.2,14,27.5,74.5,0.306
787,2011-12,DAL,36,66,30,0.545,16065,2398,5412,1901,3948,497,1464,1029,1334,665,2157,2822,1380,565,337,926,1226,6322,0.443,0.482,0.339,0.771,0.527,0.489,0.95,0.83,1.78,91.4,103.3,102.3,13.4,23.4,74.8,0.246
788,2011-12,NYK,36,66,30,0.545,15940,2365,5335,1848,3797,517,1538,1211,1634,743,2012,2755,1328,622,276,1056,1391,6458,0.443,0.487,0.336,0.741,0.533,0.492,3.2,-0.81,2.39,93.2,104.4,101,14.9,26.6,73.7,0.306
789,2011-12,UTA,36,66,30,0.545,16165,2523,5531,2250,4686,273,845,1258,1668,861,2055,2916,1439,545,385,936,1441,6577,0.456,0.48,0.323,0.754,0.525,0.481,0.62,0.3,0.92,91.4,106.8,106.1,13,30.2,73.8,0.302
790,2010-11,GSW,36,82,46,0.439,19830,3251,7047,2566,5298,685,1749,1290,1695,955,2370,3325,1847,737,406,1198,1806,8477,0.461,0.484,0.392,0.761,0.544,0.51,-2.33,0.33,-2,94.8,108.2,110.7,13.3,26.7,69.3,0.241
791,2008-09,IND,36,82,46,0.439,19830,3220,7080,2568,5355,652,1725,1525,1890,924,2661,3585,1775,573,434,1189,1895,8617,0.455,0.48,0.378,0.807,0.545,0.501,-1.11,0.35,-0.76,96.5,108.1,109.2,13.1,25.4,74.5,0.267
792,2007-08,IND,36,82,46,0.439,19755,3102,6993,2347,4972,755,2021,1568,2042,904,2633,3537,1864,623,412,1236,1921,8527,0.444,0.472,0.374,0.768,0.54,0.498,-1.4,-0.46,-1.87,97.7,106,107.5,13.5,24.4,73.9,0.292
793,2005-06,ORL,36,82,46,0.439,19905,2911,6167,2612,5371,299,796,1663,2277,892,2402,3294,1495,532,362,1240,1908,7784,0.472,0.486,0.376,0.73,0.543,0.496,-1.07,-0.18,-1.26,88.3,106.3,107.5,14.7,28.5,72.5,0.369
794,2004-05,ORL,36,82,46,0.439,19705,3034,6679,2714,5763,320,916,1772,2335,1038,2544,3582,1583,633,441,1322,1937,8160,0.454,0.471,0.349,0.759,0.529,0.478,-2.24,-0.27,-2.52,94.7,104.9,107.3,14.6,29.9,71.3,0.35
795,2003-04,BOS,36,82,46,0.439,19705,2843,6415,2290,4816,553,1599,1572,2095,851,2440,3291,1683,770,331,1332,1837,7811,0.443,0.475,0.346,0.75,0.532,0.486,-1.45,-0.54,-1.99,93.2,102.1,103.7,15.4,25.2,69.5,0.327
796,2001-02,MIA,36,82,46,0.439,19930,2801,6382,2489,5483,312,899,1236,1708,902,2544,3446,1664,547,448,1217,1846,7150,0.439,0.454,0.347,0.724,0.501,0.463,-1.54,-0.31,-1.84,87.4,98.5,100.2,14.6,26.6,74,0.268
797,2001-02,PHO,36,82,46,0.439,19830,3097,6934,2739,5838,358,1096,1250,1630,1072,2430,3502,1838,668,401,1205,1785,7802,0.447,0.469,0.327,0.767,0.51,0.472,-0.68,0.39,-0.3,91.4,103.3,104,13.6,30.1,70.2,0.235
798,2000-01,BOS,36,82,46,0.439,19830,2773,6485,2181,4852,592,1633,1621,2190,897,2367,3264,1708,769,336,1285,1952,7759,0.428,0.45,0.363,0.74,0.521,0.473,-2.13,-0.26,-2.4,92.6,101.4,103.7,14.7,25.3,72.7,0.338
799,1997-98,BOS,36,82,46,0.439,19730,3012,6934,2597,5685,415,1249,1425,1964,1196,2044,3240,1816,987,366,1330,2203,7864,0.434,0.457,0.332,0.726,0.504,0.464,-2.62,0.66,-1.96,93.3,102.6,105.4,14.6,32.8,66.8,0.283
800,1997-98,MIL,36,82,46,0.439,19930,2918,6399,2669,5696,249,703,1663,2167,1035,2236,3271,1649,733,357,1383,1915,7748,0.456,0.469,0.354,0.767,0.527,0.475,-1.91,0.58,-1.33,90.2,103.5,105.6,15.8,31.4,69.1,0.339
801,1996-97,LAC,36,82,46,0.439,19930,2989,6696,2515,5357,474,1339,1517,2074,1092,2242,3334,1662,733,441,1311,1964,7969,0.446,0.469,0.354,0.731,0.524,0.482,-2.35,-0.31,-2.66,91.3,105.1,107.6,14.7,30.8,68.1,0.31
802,1995-96,GSW,36,82,46,0.439,19755,3056,6700,2609,5501,447,1199,1775,2340,1173,2285,3458,1889,706,470,1343,1835,8334,0.456,0.474,0.373,0.759,0.539,0.489,-1.45,0.03,-1.42,93.4,108.4,109.9,14.8,33.9,67.2,0.349
803,1994-95,DAL,36,82,46,0.439,19930,3227,7342,2841,6142,386,1200,1622,2210,1514,2433,3947,1941,579,348,1345,1811,8462,0.44,0.463,0.322,0.734,0.509,0.466,-2.9,0.51,-2.39,94.7,107.6,110.6,13.9,38.9,69.8,0.301
804,1992-93,DEN,36,82,46,0.439,19830,3352,7282,3214,6828,138,454,1784,2360,1266,2564,3830,1735,651,565,1413,2039,8626,0.46,0.471,0.304,0.756,0.518,0.47,-1.74,-0.4,-2.14,99.8,104.6,106.3,14.5,33.6,68.9,0.324
805,1992-93,MIA,36,82,46,0.439,20005,3127,6850,2794,5910,333,940,1908,2476,1134,2384,3518,1688,609,350,1287,2011,8495,0.456,0.473,0.354,0.771,0.535,0.481,-1.15,0.21,-0.93,94.6,107.7,108.9,13.9,31.9,69.8,0.361
806,1987-88,PHI,36,82,46,0.439,19905,3214,6785,3062,6314,152,471,2087,2731,1219,2307,3526,1897,672,465,1433,1866,8667,0.474,0.485,0.323,0.764,0.543,0.485,-1.44,0.65,-0.79,96,108.8,110.3,15.2,35.4,67.5,0.403
807,1986-87,PHO,36,82,46,0.439,19855,3575,7190,3514,6938,61,252,1900,2499,1113,2366,3479,2354,703,397,1498,2047,9111,0.497,0.506,0.242,0.76,0.55,0.501,-2.44,-0.19,-2.63,102,108,110.3,15.3,32.1,65.7,0.348
808,1984-85,CLE,36,82,46,0.439,19780,3470,7364,3374,7029,96,335,1867,2491,1203,2445,3648,2096,622,472,1387,2173,8903,0.471,0.48,0.287,0.749,0.526,0.478,-2.76,0.48,-2.27,101.9,106,108.7,14.1,32.9,66.9,0.338
809,1984-85,PHO,36,82,46,0.439,19805,3507,7144,3420,6837,87,307,1757,2280,1026,2425,3451,2335,727,349,1583,2034,8858,0.491,0.5,0.283,0.771,0.544,0.497,-2.11,-0.23,-2.34,102.5,104.7,106.8,16.3,29.8,68.3,0.319
810,1980-81,SDC,36,82,46,0.439,19730,3477,7283,3345,6876,132,407,1651,2246,1169,2144,3313,2098,764,292,1407,2078,8737,0.477,0.486,0.324,0.735,0.528,0.486,-1.59,-0.2,-1.78,100.2,106,107.6,14.5,33,66.3,0.308
811,2022-23,IND,35,82,47,0.427,19755,3444,7345,2332,4315,1112,3030,1535,1944,832,2575,3407,2213,631,478,1225,1741,9535,0.469,0.54,0.367,0.79,0.581,0.545,-3.18,0.28,-2.91,101.1,114.6,117.7,13,23.4,72.2,0.265
812,2022-23,WAS,35,82,47,0.427,19755,3456,7127,2531,4526,925,2601,1442,1838,774,2804,3578,2083,561,424,1158,1539,9279,0.485,0.559,0.356,0.785,0.585,0.55,-1.21,0.15,-1.06,98.6,114.4,115.6,12.7,22.6,76.1,0.258
813,2021-22,WAS,35,82,47,0.427,19830,3327,7056,2467,4544,860,2512,1393,1778,737,2798,3535,2052,522,406,1077,1545,8907,0.472,0.543,0.342,0.783,0.568,0.532,-3.38,0.15,-3.23,97,111.1,114.5,12.1,20.9,76.9,0.252
814,2019-20,BRK,35,72,37,0.486,17480,2908,6498,1967,3752,941,2746,1291,1732,766,2683,3449,1761,464,323,1099,1510,8048,0.448,0.524,0.343,0.745,0.554,0.52,-0.57,-0.44,-1.01,101.4,108.9,109.5,13.1,23.2,77.8,0.267
815,2019-20,POR,35,74,39,0.473,17835,3122,6749,2170,4224,952,2525,1312,1632,754,2599,3353,1525,465,451,946,1606,8508,0.463,0.514,0.377,0.804,0.57,0.533,-1.15,0.54,-0.61,100.7,113.7,114.8,11.2,22.4,75.3,0.242
816,2017-18,LAL,35,82,47,0.427,19905,3338,7248,2516,4864,822,2384,1364,1910,876,2927,3803,1949,633,388,1295,1736,8862,0.461,0.517,0.345,0.714,0.548,0.517,-1.55,0.11,-1.44,100.3,106.5,108,13.8,23.6,77.7,0.264
817,2015-16,ORL,35,82,47,0.427,19905,3242,7120,2606,5302,636,1818,1249,1649,843,2709,3552,1933,673,417,1155,1701,8369,0.455,0.492,0.35,0.757,0.533,0.5,-1.62,-0.06,-1.68,96,105.1,106.8,12.8,23.1,76.5,0.232
818,2011-12,PHI,35,66,31,0.53,15915,2471,5516,2122,4553,349,963,889,1198,704,2144,2848,1453,526,340,738,1157,6180,0.448,0.466,0.362,0.742,0.511,0.48,4.24,-0.65,3.59,89.7,103.9,99.2,10.9,24.4,75.2,0.217
819,2010-11,MIL,35,82,47,0.427,19830,2814,6544,2331,5130,483,1414,1423,1881,862,2480,3342,1545,617,399,1103,1682,7534,0.43,0.454,0.342,0.757,0.511,0.467,-0.84,-0.17,-1.02,89.8,101.6,102.5,13,24.7,74.8,0.287
820,2008-09,CHA,35,82,47,0.427,19930,2866,6299,2376,4960,490,1339,1455,1965,886,2366,3252,1741,580,397,1279,1754,7677,0.455,0.479,0.366,0.74,0.536,0.494,-1.27,0.07,-1.2,88.3,104.7,106.1,15.1,27.7,73,0.312
821,2006-07,IND,35,82,47,0.427,19780,2872,6561,2391,5172,481,1389,1615,2125,990,2441,3431,1680,599,447,1335,1912,7840,0.438,0.462,0.346,0.76,0.523,0.474,-2.44,-0.18,-2.62,92.4,102.9,105.5,15.1,28.4,72.7,0.324
822,2006-07,PHI,35,82,47,0.427,19880,2932,6408,2648,5585,284,823,1637,2135,899,2353,3252,1669,590,390,1258,1671,7785,0.458,0.474,0.345,0.767,0.53,0.48,-3.02,-0.23,-3.26,90.7,103.6,106.9,14.6,27.2,70.8,0.333
823,2005-06,SEA,35,82,47,0.427,19830,3077,6711,2472,5080,605,1631,1652,2104,1013,2233,3246,1696,622,306,1208,1933,8411,0.459,0.487,0.371,0.785,0.551,0.504,-3.02,0.15,-2.88,91.6,111.1,114.4,13.7,30.4,69,0.314
824,2003-04,CLE,35,82,47,0.427,19855,2922,6753,2675,5967,247,786,1528,2030,1118,2619,3737,1808,585,537,1216,1743,7619,0.433,0.448,0.314,0.753,0.498,0.451,-2.62,-0.44,-3.07,90.8,101.4,104.2,13.7,31.1,73,0.301
825,2002-03,ATL,35,82,47,0.427,19905,2859,6434,2457,5293,402,1141,1594,2011,937,2558,3495,1679,611,473,1367,1783,7714,0.444,0.464,0.352,0.793,0.527,0.476,-3.56,-0.31,-3.87,91,102.3,106.1,15.7,27.9,70.4,0.313
826,1999-00,BOS,35,82,47,0.427,19730,3054,6880,2637,5620,417,1260,1621,2175,1108,2420,3528,1741,795,286,1259,2223,8146,0.444,0.469,0.331,0.745,0.52,0.474,-0.76,-0.24,-1,94.6,104.8,105.6,13.8,30.4,73.8,0.316
827,1999-00,DEN,35,82,47,0.427,19855,3057,6911,2587,5514,470,1397,1531,2116,1073,2590,3663,1911,554,618,1281,1962,8115,0.442,0.469,0.336,0.724,0.517,0.476,-2.12,0.36,-1.76,94.7,103.5,105.8,14,29.2,71.6,0.306
828,1998-99,POR,35,50,15,0.7,12175,1747,3956,1501,3281,246,675,1002,1349,646,1570,2216,1073,411,290,771,1126,4742,0.442,0.457,0.364,0.743,0.521,0.473,6.36,-0.69,5.67,89.2,104.8,97.7,14.5,31.8,71.8,0.341
829,1995-96,DEN,35,82,47,0.427,19830,3001,6657,2604,5509,397,1148,1614,2173,1057,2487,3544,1851,521,597,1265,1882,8013,0.451,0.473,0.346,0.743,0.526,0.481,-2.71,0.09,-2.62,92.2,105.2,108.1,14.2,30.7,72.7,0.326
830,1994-95,BOS,35,82,47,0.427,19805,3179,6847,2817,5863,362,984,1708,2268,1156,2320,3476,1783,612,361,1305,1975,8428,0.464,0.48,0.368,0.753,0.537,0.491,-1.88,-0.04,-1.92,94,108.6,110.6,14.3,33.1,68.6,0.331
831,1991-92,PHI,35,82,47,0.427,19755,3187,6761,2960,6081,227,680,1757,2267,1058,2309,3367,1755,692,482,1238,1582,8358,0.471,0.487,0.334,0.775,0.539,0.488,-1.27,-0.07,-1.34,93.7,108.3,109.7,13.8,30.9,66.4,0.335
832,1985-86,SAS,35,82,47,0.427,19805,3596,7104,3550,6908,46,196,1882,2523,1069,2413,3482,2260,800,390,1624,2115,9120,0.506,0.514,0.235,0.746,0.555,0.509,-1.85,-0.2,-2.06,103.8,106.5,108.2,16.5,31.7,67.6,0.355
833,1983-84,WSB,35,82,47,0.427,19905,3344,6907,3273,6625,71,282,1664,2201,1027,2387,3414,2192,556,320,1448,1989,8423,0.484,0.494,0.252,0.756,0.535,0.489,-2.89,0.53,-2.36,97.4,104.2,107.2,15.5,30.1,69.7,0.319
834,1981-82,IND,35,82,47,0.427,19830,3332,7164,3229,6848,103,316,1612,2176,1141,2372,3513,1897,753,494,1393,2041,8379,0.465,0.472,0.326,0.741,0.516,0.472,-1.87,0.38,-1.49,98.7,102.7,104.6,14.6,30.5,66.3,0.304
835,1979-80,SDC,35,82,47,0.427,19755,3524,7494,3347,6951,177,543,1595,2167,1294,2308,3602,1688,664,288,1443,1896,8820,0.47,0.482,0.326,0.736,0.522,0.482,-4.15,0.18,-3.97,101.4,105.7,109.8,14.6,34.2,65.4,0.289
836,2022-23,ORL,34,82,48,0.415,19780,3323,7074,2440,4523,883,2551,1607,2050,833,2713,3546,1906,603,382,1236,1652,9136,0.47,0.539,0.346,0.784,0.573,0.532,-2.56,0.17,-2.39,99.3,111.6,114.2,13.4,23.8,77.7,0.29
837,2021-22,SAS,34,82,48,0.415,19805,3546,7601,2621,4975,925,2626,1262,1673,901,2815,3716,2289,626,403,1042,1483,9279,0.467,0.527,0.352,0.754,0.556,0.527,0.12,-0.1,0.02,100,112.4,112.3,11.1,23.7,75.1,0.22
838,2020-21,IND,34,72,38,0.472,17455,3115,6567,2226,4122,889,2445,1183,1493,648,2424,3072,1973,611,460,975,1453,8302,0.474,0.54,0.364,0.792,0.575,0.542,-0.04,-0.08,-0.13,101.6,112.4,112.4,11.9,20.2,74.9,0.227
839,2020-21,WAS,34,72,38,0.472,17405,3108,6547,2375,4459,733,2088,1449,1884,697,2557,3254,1835,528,297,1037,1555,8398,0.475,0.533,0.351,0.769,0.569,0.531,-1.83,-0.01,-1.85,104.1,111.2,113,12.3,21.3,77.6,0.288
840,2019-20,MEM,34,73,39,0.466,17570,3106,6634,2308,4337,798,2297,1212,1589,754,2643,3397,1965,576,398,1113,1546,8222,0.468,0.532,0.347,0.763,0.561,0.528,-1.07,0.16,-0.91,102.8,109.2,110.3,13.2,23,77.8,0.24
841,2019-20,PHO,34,73,39,0.466,17595,3006,6429,2175,4109,831,2320,1451,1740,712,2465,3177,1987,559,290,1077,1609,8294,0.468,0.529,0.358,0.834,0.576,0.532,0.22,0.35,0.56,101.3,111.7,111.4,13,22.2,78.8,0.271
842,2016-17,NOP,34,82,48,0.415,19905,3210,7130,2442,4934,768,2196,1368,1825,703,2879,3582,1869,638,453,1054,1490,8556,0.45,0.495,0.35,0.75,0.539,0.504,-2.1,0.41,-1.69,98,105.2,107.4,11.7,18.5,76.8,0.256
843,2013-14,NOP,34,82,48,0.415,19855,3101,6761,2615,5458,486,1303,1489,1936,933,2486,3419,1745,647,523,1129,1857,8177,0.459,0.479,0.373,0.769,0.537,0.495,-2.71,0.73,-1.98,92.2,107.2,110.1,12.9,26.9,73.8,0.286
844,2012-13,PHI,34,82,48,0.415,19755,3059,6895,2541,5457,518,1438,1004,1377,896,2493,3389,1867,609,384,1070,1505,7640,0.444,0.466,0.36,0.729,0.509,0.481,-3.34,-0.17,-3.51,91,102,105.7,12.5,24.9,73.4,0.2
845,2012-13,TOR,34,82,48,0.415,19980,2979,6685,2408,5020,571,1665,1442,1831,871,2426,3297,1765,595,392,1124,1836,7971,0.446,0.48,0.343,0.788,0.532,0.488,-1.48,-0.48,-1.96,90.4,105.9,107.5,13,25.5,73.4,0.274
846,2011-12,HOU,34,66,32,0.515,16065,2489,5543,2011,4213,478,1330,1018,1301,769,2014,2783,1404,496,319,955,1347,6474,0.449,0.477,0.359,0.782,0.529,0.492,0.23,0.35,0.57,91.7,105.5,105.2,13.5,27.5,73.4,0.235
847,2010-11,CHA,34,82,48,0.415,19805,2873,6365,2480,5162,393,1203,1511,1999,848,2444,3292,1728,524,433,1192,1637,7650,0.451,0.48,0.327,0.756,0.528,0.482,-4,-0.08,-4.08,89.6,103.4,107.8,14.1,25.7,75.2,0.314
848,2008-09,MIL,34,82,48,0.415,19780,3009,6755,2498,5347,511,1408,1613,2067,973,2367,3340,1802,609,308,1154,1986,8142,0.445,0.467,0.363,0.78,0.531,0.483,-1.09,0.21,-0.88,92.6,106.7,107.9,13.1,27.8,74,0.306
849,2008-09,NJN,34,82,48,0.415,19830,2925,6536,2273,4801,652,1735,1542,1980,850,2415,3265,1636,559,391,1075,1838,8044,0.448,0.473,0.376,0.779,0.543,0.497,-2.44,0.13,-2.31,89.9,108.3,111,12.7,25.2,73.5,0.303
850,2007-08,NJN,34,82,48,0.415,19830,2856,6450,2358,5020,498,1430,1647,2237,913,2520,3433,1925,521,390,1229,1855,7857,0.443,0.47,0.348,0.736,0.528,0.481,-5.06,-0.09,-5.15,91.5,104,109.4,14.2,26.6,73.8,0.347
851,2005-06,GSW,34,82,48,0.415,19830,2939,6785,2314,4953,625,1832,1573,2190,980,2485,3465,1694,604,357,1156,1941,8076,0.433,0.467,0.341,0.718,0.521,0.479,-1.35,0.25,-1.11,93.3,104.8,106.2,13,26.9,71.6,0.323
852,2005-06,HOU,34,82,48,0.415,19830,2708,6252,2239,4838,469,1414,1502,1980,849,2565,3414,1580,588,320,1193,1863,7387,0.433,0.463,0.332,0.759,0.519,0.471,-1.59,0.28,-1.3,88,101.6,103.3,14.3,25.5,74.6,0.317
853,2004-05,GSW,34,82,48,0.415,19905,3029,7039,2405,5265,624,1774,1412,1955,1069,2436,3505,1811,642,420,1112,1833,8094,0.43,0.457,0.352,0.722,0.512,0.475,-2.16,0.42,-1.74,93.3,104.7,106.9,12.3,27.8,69.7,0.278
854,2004-05,LAL,34,82,48,0.415,19780,2895,6629,2251,4816,644,1813,1661,2137,1028,2511,3539,1672,508,344,1176,1794,8095,0.437,0.467,0.355,0.777,0.535,0.485,-2.96,0.64,-2.32,90.8,108.1,111.4,13.4,29.5,71.1,0.322
855,1999-00,HOU,34,82,48,0.415,19830,3001,6664,2420,5039,581,1625,1573,2145,1008,2586,3594,1774,613,438,1425,1663,8156,0.45,0.48,0.358,0.733,0.536,0.494,-0.87,0.3,-0.57,94.2,104.8,105.7,15.8,29.1,71.6,0.322
856,1996-97,SAC,34,82,48,0.415,19855,3000,6611,2586,5553,414,1058,1494,2067,1100,2307,3407,1799,588,362,1332,1946,7908,0.454,0.466,0.391,0.723,0.526,0.485,-3.38,-0.26,-3.64,91,105,108.7,15,32,68.5,0.313
857,1994-95,MIL,34,82,48,0.415,19855,3022,6586,2528,5237,494,1349,1608,2259,1063,2187,3250,1737,674,359,1393,1858,8146,0.459,0.483,0.366,0.712,0.537,0.496,-4.37,0.07,-4.3,92.7,106.2,110.9,15.5,31.3,68.3,0.343
858,1992-93,GSW,34,82,48,0.415,19905,3474,7212,3176,6360,298,852,1768,2465,1219,2384,3603,2010,693,383,1451,2056,9014,0.482,0.499,0.35,0.717,0.543,0.502,-0.99,0.05,-0.94,99.5,109.2,110.2,14.9,34.2,67,0.342
859,1984-85,ATL,34,82,48,0.415,19855,3444,7119,3371,6884,73,235,1782,2371,1161,2345,3506,2009,665,541,1475,2047,8743,0.484,0.49,0.311,0.752,0.536,0.489,-1.45,0.31,-1.14,99.8,105.9,107.3,15.3,32.5,63.8,0.333
860,1981-82,CHI,34,82,48,0.415,19880,3369,6728,3315,6515,54,213,1951,2545,1125,2525,3650,2043,580,483,1636,2008,8743,0.501,0.509,0.254,0.767,0.557,0.505,-2.02,0.45,-1.57,99,106.6,108.6,17.3,33.6,69,0.378
861,1980-81,SEA,34,82,48,0.415,19780,3343,7145,3311,7028,32,117,1813,2376,1167,2434,3601,1945,628,438,1524,1986,8531,0.468,0.471,0.274,0.763,0.521,0.47,-1.65,-0.2,-1.84,100.3,103.2,104.8,15.7,33.1,66.1,0.333
862,1979-80,NJN,34,82,48,0.415,19805,3456,7504,3371,7206,85,298,1882,2406,1229,2535,3764,2094,869,581,1702,2181,8879,0.461,0.468,0.285,0.782,0.518,0.466,-1.17,0.19,-0.98,106.1,101.5,102.5,16.6,32.1,66.4,0.321
863,2022-23,POR,33,82,49,0.402,19730,3317,7001,2261,4108,1056,2893,1609,2021,774,2551,3325,1981,553,376,1185,1643,9299,0.474,0.55,0.365,0.796,0.589,0.549,-4.01,0.05,-3.96,98.6,114.8,118.8,13.1,22.4,74.9,0.289
864,2021-22,LAL,33,82,49,0.402,19980,3415,7279,2433,4453,982,2826,1380,1884,782,2826,3608,1968,626,425,1191,1654,9192,0.469,0.546,0.347,0.732,0.567,0.537,-3.05,-0.03,-3.08,100.1,110.3,113.3,12.8,21.1,75.8,0.259
